GEOID,bike_km,bike_density,bike_score
53033003201,10.03555879833399,4.004002297765687,17.8733124135877
53033010301,1.8447226152467366,1.839834432920804,8.21276641804611
53033003301,4.6231202433598355,6.908342295919469,30.83788442975467
53033005402,0.3515350404122309,0.7577762357478764,3.38260829886938
53033004201,5.674053430477843,4.5607427782041245,20.358524908525542
53033005307,0.2218394986111343,1.7060938940368147,7.6157671517946905
53033030204,0.0,0.0,0.0
53033030007,0.0,0.0,0.0
53033000101,0.5708105703220532,1.375949172981021,6.142046783447319
53033006702,1.94498715661029,6.3822365380053725,28.48942109869385
53033007202,3.7893316557383154,13.505041847018813,60.28463875383825
53033007501,2.9425758315748376,9.86512563939751,44.0365562853541
53033007502,3.6984481210163773,11.706504807839284,52.25621818909413
53033008004,5.616398260015937,6.921784553532736,30.897888808373512
53033007303,0.07348256923152167,0.23437582872251406,1.0462212799649493
53033001202,3.795664347102648,4.62082575560081,20.626727008796248
53033004401,3.2267406510084267,4.643352387836585,20.72728277915649
53033004402,1.9075278035088348,6.466493578658516,28.865532873524337
53033029506,0.0,0.0,0.0
53033029701,0.0,0.0,0.0
53033029803,0.0,0.0,0.0
53033026101,0.0,0.0,0.0
53033031208,0.0,0.0,0.0
53033029604,0.0,0.0,0.0
53033031102,0.0,0.0,0.0
53033003202,5.956806688066421,6.230880659725132,27.813789393975487
53033029806,0.0,0.0,0.0
53033032217,0.0,0.0,0.0
53033003302,1.999369632592947,3.1884205437732005,14.23266827707862
53033010502,3.682382093499369,3.773277825889208,16.843390285518616
53033010501,3.1992221300020893,4.3115524447277505,19.246173728518805
53033000202,7.477388441125325,5.051991318191263,22.551390440298213
53033029702,0.0,0.0,0.0
53033020302,0.0,0.0,0.0
53033031912,0.0,0.0,0.0
53033023902,0.0,0.0,0.0
53033029308,0.0,0.0,0.0
53033024302,0.0,0.0,0.0
53033025401,0.0,0.0,0.0
53033022001,0.0,0.0,0.0
53033022003,0.0,0.0,0.0
53033022203,0.0,0.0,0.0
53033022005,0.0,0.0,0.0
53033009600,13.937681722308612,4.233619881368123,18.89829354550902
53033009701,14.099942096128009,4.0651622145860635,18.1463218224808
53033009702,2.240638122089668,1.0090962066501121,4.504465885768371
53033009900,28.37232416179859,3.1750933447766503,14.173177504209603
53033023000,0.0,0.0,0.0
53033023401,0.0,0.0,0.0
53033010200,4.16711000612303,0.8552909050756602,3.8179002942750158
53033010800,22.741953667458855,5.095487515029144,22.745551446479496
53033010900,13.850403921704256,2.3860646307221467,10.651062465100608
53033022902,0.0,0.0,0.0
53033022300,0.0,0.0,0.0
53033022603,0.0,0.0,0.0
53033022604,0.0,0.0,0.0
53033022605,0.0,0.0,0.0
53033022606,0.0,0.0,0.0
53033022701,0.0,0.0,0.0
53033011101,8.988325283281473,7.906347245983602,35.292840480293656
53033023100,0.0,0.0,0.0
53033023201,0.0,0.0,0.0
53033023300,0.0,0.0,0.0
53033012000,0.3052420536770872,0.21240882640918657,0.9481636201691003
53033011200,11.502812616951859,4.384664505411874,19.572535854369164
53033011300,10.590314473286687,3.059433447417463,13.656887720765223
53033012100,0.0,0.0,0.0
53033020100,0.0,0.0,0.0
53033032010,0.0,0.0,0.0
53033022802,0.0,0.0,0.0
53033020402,0.0,0.0,0.0
53033022703,0.0,0.0,0.0
53033020200,0.0,0.0,0.0
53033020401,0.0,0.0,0.0
53033022803,0.0,0.0,0.0
53033022901,0.0,0.0,0.0
53033020500,0.0,0.0,0.0
53033020600,0.0,0.0,0.0
53033020700,0.0,0.0,0.0
53033020800,0.0,0.0,0.0
53033020900,0.0013166647979120296,0.0002543117594816137,0.0011352125172856358
53033011700,14.346815713456671,4.080654808933352,18.2154786206726
53033023604,0.0,0.0,0.0
53033011500,5.779171828904198,3.756677505049923,16.769288749490055
53033021300,0.0,0.0,0.0
53033021400,0.0,0.0,0.0
53033023500,0.0,0.0,0.0
53033023601,0.0,0.0,0.0
53033023603,0.0,0.0,0.0
53033021904,0.0,0.0,0.0
53033021600,0.0,0.0,0.0
53033021802,0.0,0.0,0.0
53033021803,0.0,0.0,0.0
53033021804,0.0,0.0,0.0
53033022006,0.0,0.0,0.0
53033021903,0.0,0.0,0.0
53033021905,0.0,0.0,0.0
53033021906,0.0,0.0,0.0
53033022101,0.0,0.0,0.0
53033022102,0.0,0.0,0.0
53033022201,0.0,0.0,0.0
53033022402,0.0,0.0,0.0
53033031910,0.0,0.0,0.0
53033022401,0.0,0.0,0.0
53033026004,0.0,0.0,0.0
53033006703,2.816670392343241,4.716988462022609,21.055984028796466
53033029804,0.0,0.0,0.0
53033027901,0.0,0.0,0.0
53033009801,2.025021646493472,2.0155323755761567,8.997057731079593
53033030406,0.0,0.0,0.0
53033004101,1.0756380553230782,0.21985329251116986,0.9813946871111345
53033004702,1.9422373662592274,7.2902430349872835,32.542636503485504
53033032219,0.0,0.0,0.0
53033004202,5.759672806849885,4.717281047875945,21.057290091574547
53033007503,3.039657199540904,16.20774894726816,72.34914940412787
53033026102,0.0,0.0,0.0
53033025104,0.0,0.0,0.0
53033031709,0.0,0.0,0.0
53033028402,0.0,0.0,0.0
