GEOID,median_income,total_population,pct_nonwhite,pct_no_vehicle,pct_renter
17031130100,41336.0,4765,36.78908709338929,22.049861495844876,46.31578947368421
17031130200,103611.0,1502,55.72569906790945,2.7777777777777777,12.5
17031130300,69857.0,4930,70.52738336713996,11.496746203904555,60.19522776572668
17031140100,92595.0,3622,58.44837106570955,17.341040462427745,70.10734929810074
17031140200,68875.0,6528,71.81372549019608,20.38310412573674,65.96267190569745
17031140301,71648.0,2960,90.37162162162163,23.110151187904968,65.11879049676025
17031140302,75806.0,3398,65.0088287227781,19.806403574087863,56.73864482501861
17031140400,98819.0,5795,59.70664365832614,11.761881901104177,19.58713394143063
17031140500,70598.0,3080,64.83766233766234,11.527377521613833,56.268011527377524
17031140601,81833.0,2402,74.64612822647794,15.632754342431761,53.84615384615385
17031140602,67321.0,4452,80.0314465408805,15.357561547479484,76.37749120750293
17031140701,107790.0,2846,74.84188334504567,22.683397683397683,54.729729729729726
17031140702,78789.0,5318,73.27942835652502,24.258373205741627,66.50717703349282
17031140800,100250.0,6219,41.18025406013829,23.079805170475833,58.673660547021356
17031150200,94021.0,7056,42.89965986394558,19.158713326263697,42.735949098621425
17031150300,88125.0,6952,32.681242807825086,6.051154086088584,41.35995009357455
17031150401,93616.0,4974,41.55609167671894,10.312151616499444,39.35340022296544
17031150402,102094.0,3907,54.21039160481187,7.8966789667896675,39.77859778597786
17031150501,126806.0,3914,40.39345937659683,2.1667760998030205,24.2284963887065
17031150502,69869.0,3943,53.9436976921126,12.19672131147541,32.26229508196721
17031150600,95045.0,3999,57.98949737434358,7.213578500707214,33.52192362093352
17031150700,108385.0,4239,52.39443264920972,4.919184820801124,28.88264230498946
17031150800,79044.0,4357,60.50034427358274,8.016383850204798,27.852545348156816
17031151001,91992.0,2642,73.69417108251325,6.200676437429538,43.06651634723788
17031151002,78851.0,4712,74.46943972835314,15.594660194174756,55.70388349514563
17031151100,76864.0,5053,60.04353849198496,10.486486486486486,49.45945945945946
17031151200,92201.0,3935,49.04701397712834,10.744435917114352,17.421335379892554
17031160100,111602.0,2652,42.911010558069385,8.90890890890891,32.232232232232235
17031160200,128288.0,3458,37.10237131289763,11.65783497350492,30.431491294473883
17031160300,76083.0,3545,46.51622002820874,16.629464285714285,58.09151785714286
17031160400,72593.0,5200,55.65384615384615,20.39289055191768,53.50795135640786
17031160501,76514.0,3767,71.80780461906026,13.404255319148936,63.191489361702125
17031160502,85500.0,3911,75.40271030427,13.205128205128206,54.03846153846153
17031160601,74310.0,3008,42.08776595744681,18.856767411300922,51.51116951379764
17031160602,96324.0,3731,52.64004288394533,14.512040557667936,44.48669201520912
17031160700,89531.0,6368,67.24246231155779,12.835703001579779,49.72353870458136
17031160800,83148.0,5302,69.27574500188608,6.815761448349308,65.92119275825347
17031160900,116063.0,2434,38.37304847986853,9.257473481195758,34.23336547733848
17031161000,113287.0,1944,31.68724279835391,8.99149453219927,50.18226002430134
17031161100,153750.0,2007,35.27653213751868,6.266666666666667,26.13333333333333
17031161200,76797.0,2738,71.07377647918189,17.17171717171717,41.23048668503214
17031161300,58425.0,3767,64.45447305548183,24.032974001268233,61.1287254280279
17031170100,41699.0,1959,23.634507401735583,15.207373271889402,15.668202764976957
17031170200,90625.0,3657,50.97074104457205,5.955143078112916,18.561484918793504
17031170300,95328.0,5039,42.36951776146061,3.808487486398259,21.545157780195865
17031170400,105524.0,3963,39.08655059298511,5.40708514605345,10.876320696084525
17031170500,85395.0,5000,37.86000000000001,4.76878612716763,28.998073217726393
17031170600,78187.0,2566,35.85346843335932,5.077720207253885,10.880829015544041
